config,split_id,split_seed,group,task_local_idx,episode,success,return,steps,first_success_step,run_name,train_seed,total_timesteps,model_path
base_push,0,67,test,2,3,1.0,126.67147529537544,39,39,ppo_push-v3_base_push_split0_splitseed67_trainseed11_6000000,11,6000000,push_v3_ppo_split_runs\models\ppo_push-v3_base_push_split0_splitseed67_trainseed11_6000000\ppo_push-v3_base_push_split0_splitseed67_trainseed11_6000000_final.zip
base_push,0,67,test,2,4,1.0,126.67147529537544,39,39,ppo_push-v3_base_push_split0_splitseed67_trainseed11_6000000,11,6000000,push_v3_ppo_split_runs\models\ppo_push-v3_base_push_split0_splitseed67_trainseed11_6000000\ppo_push-v3_base_push_split0_splitseed67_trainseed11_6000000_final.zip
base_push,0,67,test,3,0,1.0,153.7570552673757,39,39,ppo_push-v3_base_push_split0_splitseed67_trainseed11_6000000,11,6000000,push_v3_ppo_split_runs\models\ppo_push-v3_base_push_split0_splitseed67_trainseed11_6000000\ppo_push-v3_base_push_split0_splitseed67_trainseed11_6000000_final.zip
base_push,0,67,test,3,1,1.0,153.7570552673757,39,39,ppo_push-v3_base_push_split0_splitseed67_trainseed11_6000000,11,6000000,push_v3_ppo_split_runs\models\ppo_push-v3_base_push_split0_splitseed67_trainseed11_6000000\ppo_push-v3_base_push_split0_splitseed67_trainseed11_6000000_final.zip
base_push,0,67,test,3,2,1.0,153.7570552673757,39,39,ppo_push-v3_base_push_split0_splitseed67_trainseed11_6000000,11,6000000,push_v3_ppo_split_runs\models\ppo_push-v3_base_push_split0_splitseed67_trainseed11_6000000\ppo_push-v3_base_push_split0_splitseed67_trainseed11_6000000_final.zip
base_push,0,67,test,3,3,1.0,153.7570552673757,39,39,ppo_push-v3_base_push_split0_splitseed67_trainseed11_6000000,11,6000000,push_v3_ppo_split_runs\models\ppo_push-v3_base_push_split0_splitseed67_trainseed11_6000000\ppo_push-v3_base_push_split0_splitseed67_trainseed11_6000000_final.zip
base_push,0,67,test,3,4,1.0,153.7570552673757,39,39,ppo_push-v3_base_push_split0_splitseed67_trainseed11_6000000,11,6000000,push_v3_ppo_split_runs\models\ppo_push-v3_base_push_split0_splitseed67_trainseed11_6000000\ppo_push-v3_base_push_split0_splitseed67_trainseed11_6000000_final.zip
base_push,0,67,test,4,0,1.0,168.10997438722316,40,40,ppo_push-v3_base_push_split0_splitseed67_trainseed11_6000000,11,6000000,push_v3_ppo_split_runs\models\ppo_push-v3_base_push_split0_splitseed67_trainseed11_6000000\ppo_push-v3_base_push_split0_splitseed67_trainseed11_6000000_final.zip
base_push,0,67,test,4,1,1.0,168.10997438722316,40,40,ppo_push-v3_base_push_split0_splitseed67_trainseed11_6000000,11,6000000,push_v3_ppo_split_runs\models\ppo_push-v3_base_push_split0_splitseed67_trainseed11_6000000\ppo_push-v3_base_push_split0_splitseed67_trainseed11_6000000_final.zip
base_push,0,67,test,4,2,1.0,168.10997438722316,40,40,ppo_push-v3_base_push_split0_splitseed67_trainseed11_6000000,11,6000000,push_v3_ppo_split_runs\models\ppo_push-v3_base_push_split0_splitseed67_trainseed11_6000000\ppo_push-v3_base_push_split0_splitseed67_trainseed11_6000000_final.zip
base_push,0,67,test,4,3,1.0,168.10997438722316,40,40,ppo_push-v3_base_push_split0_splitseed67_trainseed11_6000000,11,6000000,push_v3_ppo_split_runs\models\ppo_push-v3_base_push_split0_splitseed67_trainseed11_6000000\ppo_push-v3_base_push_split0_splitseed67_trainseed11_6000000_final.zip
base_push,0,67,test,4,4,1.0,168.10997438722316,40,40,ppo_push-v3_base_push_split0_splitseed67_trainseed11_6000000,11,6000000,push_v3_ppo_split_runs\models\ppo_push-v3_base_push_split0_splitseed67_trainseed11_6000000\ppo_push-v3_base_push_split0_splitseed67_trainseed11_6000000_final.zip
base_push,1,68,train,0,0,0.0,77.61450438783304,500,nan,ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000,11,6000000,push_v3_ppo_split_runs\models\ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000\ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000_final.zip
base_push,1,68,train,1,0,1.0,164.960610109482,39,39,ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000,11,6000000,push_v3_ppo_split_runs\models\ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000\ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000_final.zip
base_push,1,68,train,2,0,1.0,54.1090060907245,44,44,ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000,11,6000000,push_v3_ppo_split_runs\models\ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000\ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000_final.zip
base_push,1,68,train,3,0,1.0,237.03379002518133,49,49,ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000,11,6000000,push_v3_ppo_split_runs\models\ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000\ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000_final.zip
base_push,1,68,train,4,0,1.0,275.2787601814965,57,57,ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000,11,6000000,push_v3_ppo_split_runs\models\ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000\ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000_final.zip
base_push,1,68,train,5,0,1.0,212.8103425591412,56,56,ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000,11,6000000,push_v3_ppo_split_runs\models\ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000\ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000_final.zip
base_push,1,68,train,6,0,1.0,235.93976738881832,51,51,ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000,11,6000000,push_v3_ppo_split_runs\models\ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000\ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000_final.zip
base_push,1,68,train,7,0,1.0,261.55156576848475,52,52,ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000,11,6000000,push_v3_ppo_split_runs\models\ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000\ppo_push-v3_base_push_split1_splitseed68_trainseed11_6000000_final.zip
